0,25,100
1,26,99
2,27,98
3,28,97
4,29,96
5,30,95
6,31,94
7,32,93
8,33,92
9,34,91
10,35,90
11,36,89
12,37,88
13,38,87
14,39,86
15,40,85
16,41,84
17,42,83
18,43,82
19,44,81
20,45,80
21,46,79
22,47,78
23,48,77
24,49,76
25,50,75
26,50,74
27,50,73
28,50,72
29,50,71
30,50,70
31,50,69
32,50,68
33,50,67
34,50,66
35,50,65
36,50,64
37,50,63
38,50,62
39,50,61
40,50,60
41,50,59
42,50,58
43,50,57
44,50,56
45,50,55
46,50,54
47,50,53
48,50,52
49,50,51
50,51,50
51,52,50
52,53,50
53,54,50
54,55,50
55,56,50
56,57,50
57,58,50
58,59,50
59,60,50
60,61,50
61,62,50
62,63,50
63,64,50
64,65,50
65,66,50
66,67,50
67,68,50
68,69,50
69,70,50
70,71,50
71,72,50
72,73,50
73,74,50
74,75,50
75,76,50
76,77,50
77,78,50
78,79,50
79,80,50
80,81,50
81,82,50
82,83,50
83,84,50
84,85,50
85,86,50
86,87,50
87,88,50
88,89,50
89,90,50
90,91,50
91,92,50
92,93,50
93,94,50
94,95,50
95,96,50
96,97,50
97,98,50
98,99,50
99,100,50
100,101,50
101,102,50
102,103,50
103,104,50
104,105,50
105,106,50
106,107,50
107,108,50
108,109,50
109,110,50
110,111,50
111,112,50
112,113,50
113,114,50
114,115,50
115,116,50
116,117,50
117,118,50
118,119,50
119,120,50
120,121,50
121,122,50
122,123,50
123,124,50
124,125,50
125,126,50
126,127,50
127,128,50
128,129,50
129,130,50
130,131,50
131,132,50
132,133,50
133,134,50
134,135,50
135,136,50
136,137,50
137,138,50
138,139,50
139,140,50
140,141,50
141,142,50
142,143,50
143,144,50
144,145,50
145,146,50
146,147,50
147,148,50
148,149,50
149,150,50
150,151,51
151,152,52
152,153,53
153,154,54
154,155,55
155,156,56
156,157,57
157,158,58
158,159,59
159,160,60
160,161,61
161,162,62
162,163,63
163,164,64
164,165,65
165,166,66
166,167,67
167,168,68
168,169,69
169,170,70
170,171,71
171,172,72
172,173,73
173,174,74
174,175,75
175,175,76
176,175,77
177,175,78
178,175,79
179,175,80
180,175,81
181,175,82
